Rowid_,VALUE,COUNT,VALUE_1,BPS_CODE,ZONE,BPS_MODEL,BPS_NAME,GROUPID,GROUPMODEL,GROUPNAME,G,GROUPVEG,R,B,RED,GREEN,BLUE
,626,20838694,626,10450,9,910450,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,135,135,Ponderosa Pine-Douglas Fir-1,209,Conifer,200,255,0.784310000000000,0.819600000000000,1.000000000000000
,627,477958,627,10460,9,910460,Northern Rocky Mountain Subalpine Woodland and Parkland,139,139,Whitebark Pine-3,170,Conifer,255,0,1.000000000000000,0.666660000000000,0.000000000000000
,628,2034879,628,10470,9,910470,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,140,140,Grand Fir-Douglas Fir-Pacific Yew-3,147,Conifer,95,229,0.372540000000000,0.576470000000000,0.898030000000000
,629,7139162,629,10531,9,910531,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic,150,150,Ponderosa Pine-1,85,Conifer,168,0,0.658820000000000,0.333330000000000,0.000000000000000
,630,2170628,630,10532,9,910532,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Xeric,149,149,Ponderosa Pine-3,120,Conifer,168,0,0.658820000000000,0.470580000000000,0.000000000000000
,631,685466,631,10550,9,910550,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,151,151,Engelmann Spruce-Subalpine Fir-3,255,Conifer,211,190,0.827450000000000,1.000000000000000,0.745090000000000
,632,683229,632,10560,9,910560,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,154,154,Engelmann Spruce-Subalpine Fir-Menziesia-3,168,Conifer,56,0,0.219600000000000,0.658820000000000,0.000000000000000
,633,538995,633,10610,9,910610,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,163,163,Quaking Aspen-Subalpine Fir-Douglas Fir-3,230,Hardwood-Conifer,230,0,0.901960000000000,0.901960000000000,0.000000000000000
,634,531982,634,10620,9,910620,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,164,164,Curlleaf Mountain Mahogany-Mountain Big Sagebrush-3,19,Shrubland,191,230,0.749020000000000,0.074510000000000,0.901960000000000
,635,1002467,635,10650,9,910650,Columbia Plateau Scabland Shrubland,167,167,Low Sage-Scabland Sage-5,255,Shrubland,190,232,0.745090000000000,1.000000000000000,0.909800000000000
,636,19524867,636,10790,9,910790,Great Basin Xeric Mixed Sagebrush Shrubland,177,177,Black Sage-Low Sage-3,194,Shrubland,57,207,0.223520000000000,0.760780000000000,0.811760000000000
,637,2754028,637,10800,9,910800,Inter-Mountain Basins Big Sagebrush Shrubland,178,178,Wyoming Big Sage-Spiny Hopsage-1,190,Shrubland,255,232,1.000000000000000,0.745090000000000,0.909800000000000
,638,2042386,638,10810,9,910810,Inter-Mountain Basins Mixed Salt Desert Scrub,183,183,Shadscale-Winterfat-5,202,Shrubland,245,122,0.960780000000000,0.792150000000000,0.478430000000000
,639,1014146,639,11060,9,911060,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,204,204,Ninebark-Snowberry-2,68,Shrubland,137,80,0.537250000000000,0.266660000000000,0.313720000000000
,640,13656882,640,11230,9,911230,Columbia Plateau Steppe and Grassland,218,218,Indian Ricegrass-Squirreltail-4,218,Grassland,235,234,0.921560000000000,0.854900000000000,0.917640000000000
,641,1364372,641,11240,9,911240,Columbia Plateau Low Sagebrush Steppe,219,219,Low Sage-Idaho Fescue-3,140,Shrubland,132,173,0.517640000000000,0.549020000000000,0.678430000000000
,642,45330892,642,11250,9,911250,Inter-Mountain Basins Big Sagebrush Steppe,220,220,Wyoming Big Sage-Wheatgrass-3,115,Shrubland,255,223,1.000000000000000,0.450980000000000,0.874510000000000
,643,18210123,643,11260,9,911260,Inter-Mountain Basins Montane Sagebrush Steppe,222,222,Mountain Sagebrush-Bluebunch Wheatgrass-Idaho Fescue-4,0,Shrubland,230,169,0.901960000000000,0.000000000000000,0.662740000000000
,644,23847,644,11270,9,911270,Inter-Mountain Basins Semi-Desert Shrub-Steppe,224,224,Spiny Hopsage-Jointfir-5,158,Shrubland,194,215,0.760780000000000,0.619600000000000,0.843130000000000
,645,451947,645,11340,9,911340,Columbia Basin Foothill and Canyon Dry Grassland,231,231,Bluebunch Wheatgrass-Sandberg Bluegrass-1,245,Grassland,205,122,0.803920000000000,0.960780000000000,0.478430000000000
,646,245712,646,11350,9,911350,Inter-Mountain Basins Semi-Desert Grassland,232,232,Indian Ricegrass-Threeawn-1,174,Grassland,185,211,0.725490000000000,0.682350000000000,0.827450000000000
,647,476332,647,11390,9,911390,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,236,236,Rough Fescue-Bluebunch Wheatgrass-2,205,Grassland,171,102,0.670580000000000,0.803920000000000,0.400000000000000
,648,176864,648,11400,9,911400,Northern Rocky Mountain Subalpine-Upper Montane Grassland,238,238,Green Needlegrass-Idaho Fescue-4,205,Grassland,167,195,0.654900000000000,0.803920000000000,0.764700000000000
,649,8385,649,11420,9,911420,Columbia Basin Palouse Prairie,240,240,Bluebunch Wheatgrass-Idaho Fescue-1,220,Grassland,220,0,0.862740000000000,0.862740000000000,0.000000000000000
,650,27,650,11430,9,911430,Rocky Mountain Alpine Fell-Field,241,241,Dwarf Clover-Dwarf Phlox-5,130,Grassland,130,130,0.509800000000000,0.509800000000000,0.509800000000000
,651,10012,651,11450,9,911450,Rocky Mountain Subalpine-Montane Mesic Meadow,243,243,Fleabane-Lupine-4,197,Grassland,0,255,0.000000000000000,0.772540000000000,1.000000000000000
,652,3643308,652,11530,9,911530,Inter-Mountain Basins Greasewood Flat,250,250,Greasewood-Shadscale-5,225,Shrubland,225,225,0.882350000000000,0.882350000000000,0.882350000000000
,653,580975,653,11540,9,911540,Inter-Mountain Basins Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,156,Riparian,154,117,0.603920000000000,0.611760000000000,0.458820000000000
,654,4175954,654,11590,9,911590,Rocky Mountain Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,124,Riparian,123,93,0.482350000000000,0.486270000000000,0.364700000000000
,655,801051,655,11600,9,911600,Rocky Mountain Subalpine/Upper Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,165,Riparian,49,167,0.192150000000000,0.647050000000000,0.654900000000000
,656,59892,656,11610,9,911610,Northern Rocky Mountain Conifer Swamp,260,260,Engelmann Spruce-Ladyfern-5,79,Conifer,68,137,0.266660000000000,0.309800000000000,0.537250000000000
,657,91701,657,11650,9,911650,Northern Rocky Mountain Foothill Conifer Wooded Steppe,264,264,Douglas Fir-Idaho Fescue-1,120,Conifer,255,0,1.000000000000000,0.470580000000000,0.000000000000000
,658,365440,658,11660,9,911660,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,265,265,Douglas Fir-Ninebark-3,112,Conifer,214,0,0.839210000000000,0.439210000000000,0.000000000000000
,659,211328,659,11670,9,911670,Rocky Mountain Poor-Site Lodgepole Pine Forest,266,266,Lodgepole Pine-Kinnikinnick-4,255,Conifer,85,0,0.333330000000000,1.000000000000000,0.000000000000000
,660,751281,660,10010,8,810010,Inter-Mountain Basins Sparsely Vegetated Systems,100,100,Sparsely Vegetated,255,Sparse,255,190,1.000000000000000,1.000000000000000,0.745090000000000
,661,9293,661,10170,8,810170,Columbia Plateau Western Juniper Woodland and Savanna,108,108,Western Juniper-Low Sage-3,245,Conifer,14,98,0.054900000000000,0.960780000000000,0.384310000000000
,662,1518493,662,10450,8,810450,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,135,135,Ponderosa Pine-Douglas Fir-1,209,Conifer,200,255,0.784310000000000,0.819600000000000,1.000000000000000
,663,2713,663,10470,8,810470,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,140,140,Grand Fir-Douglas Fir-Pacific Yew-3,147,Conifer,95,229,0.372540000000000,0.576470000000000,0.898030000000000
,664,1840298,664,10531,8,810531,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic,150,150,Ponderosa Pine-1,85,Conifer,168,0,0.658820000000000,0.333330000000000,0.000000000000000
,665,226,665,10550,8,810550,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,151,151,Engelmann Spruce-Subalpine Fir-3,255,Conifer,211,190,0.827450000000000,1.000000000000000,0.745090000000000
,666,3,666,10560,8,810560,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,154,154,Engelmann Spruce-Subalpine Fir-Menziesia-3,168,Conifer,56,0,0.219600000000000,0.658820000000000,0.000000000000000
,667,2200,667,10610,8,810610,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,163,163,Quaking Aspen-Subalpine Fir-Douglas Fir-3,230,Hardwood-Conifer,230,0,0.901960000000000,0.901960000000000,0.000000000000000
,668,3286518,668,10650,8,810650,Columbia Plateau Scabland Shrubland,167,167,Low Sage-Scabland Sage-5,255,Shrubland,190,232,0.745090000000000,1.000000000000000,0.909800000000000
,669,1443011,669,10800,8,810800,Inter-Mountain Basins Big Sagebrush Shrubland,178,178,Wyoming Big Sage-Spiny Hopsage-1,190,Shrubland,255,232,1.000000000000000,0.745090000000000,0.909800000000000
,670,718,670,10810,8,810810,Inter-Mountain Basins Mixed Salt Desert Scrub,183,183,Shadscale-Winterfat-5,202,Shrubland,245,122,0.960780000000000,0.792150000000000,0.478430000000000
,671,1642264,671,11060,8,811060,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,204,204,Ninebark-Snowberry-2,68,Shrubland,137,80,0.537250000000000,0.266660000000000,0.313720000000000
,672,47663817,672,11230,8,811230,Columbia Plateau Steppe and Grassland,218,218,Indian Ricegrass-Squirreltail-4,218,Grassland,235,234,0.921560000000000,0.854900000000000,0.917640000000000
,673,52991,673,11240,8,811240,Columbia Plateau Low Sagebrush Steppe,219,219,Low Sage-Idaho Fescue-3,140,Shrubland,132,173,0.517640000000000,0.549020000000000,0.678430000000000
,674,10984302,674,11250,8,811250,Inter-Mountain Basins Big Sagebrush Steppe,220,220,Wyoming Big Sage-Wheatgrass-3,115,Shrubland,255,223,1.000000000000000,0.450980000000000,0.874510000000000
,675,2373729,675,11260,8,811260,Inter-Mountain Basins Montane Sagebrush Steppe,222,222,Mountain Sagebrush-Bluebunch Wheatgrass-Idaho Fescue-4,0,Shrubland,230,169,0.901960000000000,0.000000000000000,0.662740000000000
,676,8641,676,11270,8,811270,Inter-Mountain Basins Semi-Desert Shrub-Steppe,224,224,Spiny Hopsage-Jointfir-5,158,Shrubland,194,215,0.760780000000000,0.619600000000000,0.843130000000000
,677,547211,677,11340,8,811340,Columbia Basin Foothill and Canyon Dry Grassland,231,231,Bluebunch Wheatgrass-Sandberg Bluegrass-1,245,Grassland,205,122,0.803920000000000,0.960780000000000,0.478430000000000
,678,6901327,678,11350,8,811350,Inter-Mountain Basins Semi-Desert Grassland,232,232,Indian Ricegrass-Threeawn-1,174,Grassland,185,211,0.725490000000000,0.682350000000000,0.827450000000000
,679,516967,679,11390,8,811390,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,236,236,Rough Fescue-Bluebunch Wheatgrass-2,205,Grassland,171,102,0.670580000000000,0.803920000000000,0.400000000000000
,680,475218,680,11420,8,811420,Columbia Basin Palouse Prairie,240,240,Bluebunch Wheatgrass-Idaho Fescue-1,220,Grassland,220,0,0.862740000000000,0.862740000000000,0.000000000000000
,681,101434,681,11530,8,811530,Inter-Mountain Basins Greasewood Flat,250,250,Greasewood-Shadscale-5,225,Shrubland,225,225,0.882350000000000,0.882350000000000,0.882350000000000
,682,3344052,682,11540,8,811540,Inter-Mountain Basins Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,156,Riparian,154,117,0.603920000000000,0.611760000000000,0.458820000000000
,683,199629,683,11590,8,811590,Rocky Mountain Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,124,Riparian,123,93,0.482350000000000,0.486270000000000,0.364700000000000
,684,25,684,11600,8,811600,Rocky Mountain Subalpine/Upper Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,165,Riparian,49,167,0.192150000000000,0.647050000000000,0.654900000000000
,685,156975,685,11650,8,811650,Northern Rocky Mountain Foothill Conifer Wooded Steppe,150,150,Ponderosa Pine-1,120,Conifer,255,0,1.000000000000000,0.470580000000000,0.000000000000000
,686,5637456,686,10110,21,2110110,Rocky Mountain Aspen Forest and Woodland,102,102,Quaking Aspen-4,255,Hardwood,255,115,1.000000000000000,1.000000000000000,0.450980000000000
,687,11507,687,10120,21,2110120,Rocky Mountain Bigtooth Maple Ravine Woodland,103,103,Rocky Mountain Maple-Gambel Oak-3,211,Hardwood,255,127,1.000000000000000,0.827450000000000,0.498030000000000
,688,26472,688,10450,21,2110450,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,265,265,Douglas Fir-Ninebark-3,209,Conifer,200,255,0.784310000000000,0.819600000000000,1.000000000000000
,689,7865282,689,10460,21,2110460,Northern Rocky Mountain Subalpine Woodland and Parkland,139,139,Whitebark Pine-3,170,Conifer,255,0,1.000000000000000,0.666660000000000,0.000000000000000
,690,521182,690,10490,21,2110490,Rocky Mountain Foothill Limber Pine-Juniper Woodland,144,144,Limber Pine-Rocky Mountain Juniper-3,205,Conifer,102,171,0.400000000000000,0.803920000000000,0.670580000000000
,691,163,691,10510,21,2110510,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,146,146,Douglas Fir-White Fir-1,210,Conifer,190,255,0.745090000000000,0.823520000000000,1.000000000000000
,692,1804,692,10520,21,2110520,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,147,147,White Fir-Limber Pine-3,149,Conifer,115,230,0.450980000000000,0.584310000000000,0.901960000000000
,693,21408101,693,10550,21,2110550,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,152,152,Engelmann Spruce-Subalpine Fir-5,255,Conifer,211,190,0.827450000000000,1.000000000000000,0.745090000000000
,694,6828053,694,10560,21,2110560,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,156,156,Engelmann Spruce-Subalpine Fir-Menziesia-5,168,Conifer,56,0,0.219600000000000,0.658820000000000,0.000000000000000
,695,13242,695,10620,21,2110620,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,164,164,Curlleaf Mountain Mahogany-Mountain Big Sagebrush-3,19,Shrubland,191,230,0.749020000000000,0.074510000000000,0.901960000000000
,696,360136,696,10700,21,2110700,Rocky Mountain Alpine Dwarf-Shrubland,170,170,Heather Moss-Arctic Willow-5,118,Shrubland,19,92,0.074510000000000,0.462740000000000,0.360780000000000
,697,39555,697,10801,21,2110801,Inter-Mountain Basins Big Sagebrush Shrubland - Basin Big Sagebrush,179,179,Basin Big Sage-Greasewood-4,190,Shrubland,255,232,1.000000000000000,0.745090000000000,0.909800000000000
,698,544657,698,10802,21,2110802,Inter-Mountain Basins Big Sagebrush Shrubland - Wyoming Big Sagebrush,180,180,Wyoming Big Sage-Indian Ricegrass-4,163,Shrubland,255,180,1.000000000000000,0.639210000000000,0.705880000000000
,699,34858,699,10810,21,2110810,Inter-Mountain Basins Mixed Salt Desert Scrub,183,183,Shadscale-Winterfat-5,202,Shrubland,245,122,0.960780000000000,0.792150000000000,0.478430000000000
,700,182,700,10860,21,2110860,Rocky Mountain Lower Montane-Foothill Shrubland,188,188,Serviceberry-Mountain Snowberry-Rockspirea-1,68,Shrubland,137,101,0.537250000000000,0.266660000000000,0.396070000000000
,701,20627,701,11060,21,2111060,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,205,205,Serviceberry-Common Snowberry-Rocky Mountain Maple-4,68,Shrubland,137,80,0.537250000000000,0.266660000000000,0.313720000000000
,702,708,702,11150,21,2111150,Inter-Mountain Basins Juniper Savanna,212,212,Western Juniper-Utah Juniper-3,112,Conifer,137,68,0.537250000000000,0.439210000000000,0.266660000000000
,703,15416,703,11240,21,2111240,Columbia Plateau Low Sagebrush Steppe,219,219,Low Sage-Idaho Fescue-3,140,Shrubland,132,173,0.517640000000000,0.549020000000000,0.678430000000000
,704,14036584,704,11260,21,2111260,Inter-Mountain Basins Montane Sagebrush Steppe,222,222,Mountain Sagebrush-Bluebunch Wheatgrass-Idaho Fescue-4,0,Shrubland,230,169,0.901960000000000,0.000000000000000,0.662740000000000
,705,114314,705,11270,21,2111270,Inter-Mountain Basins Semi-Desert Shrub-Steppe,224,224,Spiny Hopsage-Jointfir-5,158,Shrubland,194,215,0.760780000000000,0.619600000000000,0.843130000000000
,706,1305070,706,11390,21,2111390,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,237,237,Bluebunch Wheatgrass-Idaho Fescue-2,205,Grassland,171,102,0.670580000000000,0.803920000000000,0.400000000000000
,707,164672,707,11400,21,2111400,Northern Rocky Mountain Subalpine-Upper Montane Grassland,238,238,Green Needlegrass-Idaho Fescue-4,205,Grassland,167,195,0.654900000000000,0.803920000000000,0.764700000000000
,708,15,708,11430,21,2111430,Rocky Mountain Alpine Fell-Field,241,241,Dwarf Clover-Dwarf Phlox-5,130,Grassland,130,130,0.509800000000000,0.509800000000000,0.509800000000000
,709,435899,709,11440,21,2111440,Rocky Mountain Alpine Turf,242,242,Spike Sedge-Cushion Phlox-5,43,Grassland,93,29,0.364700000000000,0.168620000000000,0.113720000000000
,710,1365434,710,11450,21,2111450,Rocky Mountain Subalpine-Montane Mesic Meadow,243,243,Fleabane-Lupine-4,197,Grassland,0,255,0.000000000000000,0.772540000000000,1.000000000000000
,711,31258,711,11530,21,2111530,Inter-Mountain Basins Greasewood Flat,250,250,Greasewood-Shadscale-5,225,Shrubland,225,225,0.882350000000000,0.882350000000000,0.882350000000000
,712,1154489,712,11590,21,2111590,Rocky Mountain Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,124,Riparian,123,93,0.482350000000000,0.486270000000000,0.364700000000000
,713,2676819,713,11600,21,2111600,Rocky Mountain Subalpine/Upper Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,165,Riparian,49,167,0.192150000000000,0.647050000000000,0.654900000000000
,714,573995,714,11610,21,2111610,Northern Rocky Mountain Conifer Swamp,260,260,Engelmann Spruce-Ladyfern-5,79,Conifer,68,137,0.266660000000000,0.309800000000000,0.537250000000000
,715,11331290,715,11660,21,2111660,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,265,265,Douglas Fir-Ninebark-3,112,Conifer,214,0,0.839210000000000,0.439210000000000,0.000000000000000
,716,718397,716,11670,21,2111670,Rocky Mountain Poor-Site Lodgepole Pine Forest,267,267,Lodgepole Pine-Kinnikinnick-5,255,Conifer,85,0,0.333330000000000,1.000000000000000,0.000000000000000
,717,259,717,10010,1,110010,Inter-Mountain Basins Sparsely Vegetated Systems,100,100,Sparsely Vegetated,255,Sparse,255,190,1.000000000000000,1.000000000000000,0.745090000000000
,718,49053,718,10030,1,110030,North Pacific Sparsely Vegetated Systems,100,100,Sparsely Vegetated,240,Sparse,255,190,1.000000000000000,0.941170000000000,0.745090000000000
,719,10998,719,10060,1,110060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,100,100,Sparsely Vegetated,78,Sparse,78,78,0.305880000000000,0.305880000000000,0.305880000000000
,720,754058,720,10080,1,110080,North Pacific Oak Woodland,118,118,Oregon White Oak-RoemersFescue-Oatgrass-1,120,Hardwood,255,120,1.000000000000000,0.470580000000000,0.470580000000000
,721,5474807,721,10180,1,110180,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,109,109,Douglas Fir-Grand Fir Mix-3,158,Conifer,95,180,0.372540000000000,0.619600000000000,0.705880000000000
,722,21297,722,10350,1,110350,North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland,125,125,Douglas Fir-3,68,Conifer,137,68,0.537250000000000,0.266660000000000,0.266660000000000
,723,6964529,723,10360,1,110360,North Pacific Hypermaritime Sitka Spruce Forest,126,126,Sitka Spruce-Western Hemlock-5,127,Conifer,213,227,0.835290000000000,0.498030000000000,0.890190000000000
,724,9615983,724,10370,1,110370,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,127,127,Douglas Fir-Western Hemlock-3,252,Conifer,222,222,0.870580000000000,0.988230000000000,0.870580000000000
,725,822340,725,10380,1,110380,North Pacific Maritime Mesic Subalpine Parkland,128,128,Mountain Hemlock-Mountain Heath-5,145,Conifer,255,0,1.000000000000000,0.568620000000000,0.000000000000000
,726,19506317,726,10390,1,110390,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,129,129,Douglas Fir-Western Hemlock-5,227,Conifer,170,170,0.666660000000000,0.890190000000000,0.666660000000000
,727,3849022,727,10411,1,110411,North Pacific Mountain Hemlock Forest - Wet,130,130,Mountain Hemlock-Devils Club-5,230,Conifer,165,252,0.647050000000000,0.901960000000000,0.988230000000000
,728,738772,728,10412,1,110412,North Pacific Mountain Hemlock Forest - Xeric,131,131,Mountain Hemlock-Huckleberry-5,208,Conifer,114,242,0.447050000000000,0.815680000000000,0.949020000000000
,729,11463743,729,10420,1,110420,North Pacific Mesic Western Hemlock-Silver Fir Forest,132,132,Western Hemlock-5,189,Conifer,249,252,0.976470000000000,0.741170000000000,0.988230000000000
,730,8067694,730,10450,1,110450,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,135,135,Ponderosa Pine-Douglas Fir-1,209,Conifer,200,255,0.784310000000000,0.819600000000000,1.000000000000000
,731,1583864,731,10460,1,110460,Northern Rocky Mountain Subalpine Woodland and Parkland,139,139,Whitebark Pine-3,170,Conifer,255,0,1.000000000000000,0.666660000000000,0.000000000000000
,732,1576778,732,10531,1,110531,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic,150,150,Ponderosa Pine-1,85,Conifer,168,0,0.658820000000000,0.333330000000000,0.000000000000000
,733,702779,733,10550,1,110550,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,151,151,Engelmann Spruce-Subalpine Fir-3,255,Conifer,211,190,0.827450000000000,1.000000000000000,0.745090000000000
,734,1297970,734,10560,1,110560,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,154,154,Engelmann Spruce-Subalpine Fir-Menziesia-3,168,Conifer,56,0,0.219600000000000,0.658820000000000,0.000000000000000
,735,379848,735,10600,1,110600,East Cascades Oak-Ponderosa Pine Forest and Woodland,162,162,Ponderosa Pine-Oregon White Oak-1,102,Conifer,205,102,0.803920000000000,0.400000000000000,0.400000000000000
,736,262835,736,10630,1,110630,North Pacific Broadleaf Landslide Forest and Shrubland,165,165,Red Alder-Bigleaf Maple-5,247,Hardwood,255,163,1.000000000000000,0.968620000000000,0.639210000000000
,737,26647,737,10650,1,110650,Columbia Plateau Scabland Shrubland,167,167,Low Sage-Scabland Sage-5,255,Shrubland,190,232,0.745090000000000,1.000000000000000,0.909800000000000
,738,1212266,738,10680,1,110680,North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow,169,169,Pink Mountain Heath-Wax Currant-5,125,Shrubland,20,125,0.078430000000000,0.490190000000000,0.490190000000000
,739,54025,739,10800,1,110800,Inter-Mountain Basins Big Sagebrush Shrubland,178,178,Wyoming Big Sage-Spiny Hopsage-1,190,Shrubland,255,232,1.000000000000000,0.745090000000000,0.909800000000000
,740,163726,740,10830,1,110830,North Pacific Avalanche Chute Shrubland,185,185,Sitka Alder-Salmonberry-5,250,Shrubland,255,0,1.000000000000000,0.980390000000000,0.000000000000000
,741,225463,741,10840,1,110840,North Pacific Montane Shrubland,186,186,Huckelberry-Beargrass-5,0,Shrubland,255,197,1.000000000000000,0.000000000000000,0.772540000000000
,742,4588,742,11060,1,111060,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,204,204,Ninebark-Snowberry-2,68,Shrubland,137,80,0.537250000000000,0.266660000000000,0.313720000000000
,743,81013,743,11200,1,111200,Willamette Valley Upland Prairie and Savanna,118,118,Oregon White Oak-RoemersFescue-Oatgrass-1,215,Hardwood,215,158,0.843130000000000,0.843130000000000,0.619600000000000
,744,1532433,744,11230,1,111230,Columbia Plateau Steppe and Grassland,218,218,Indian Ricegrass-Squirreltail-4,218,Grassland,235,234,0.921560000000000,0.854900000000000,0.917640000000000
,745,273,745,11240,1,111240,Columbia Plateau Low Sagebrush Steppe,219,219,Low Sage-Idaho Fescue-3,140,Shrubland,132,173,0.517640000000000,0.549020000000000,0.678430000000000
,746,778992,746,11250,1,111250,Inter-Mountain Basins Big Sagebrush Steppe,220,220,Wyoming Big Sage-Wheatgrass-3,115,Shrubland,255,223,1.000000000000000,0.450980000000000,0.874510000000000
,747,24646,747,11260,1,111260,Inter-Mountain Basins Montane Sagebrush Steppe,222,222,Mountain Sagebrush-Bluebunch Wheatgrass-Idaho Fescue-4,0,Shrubland,230,169,0.901960000000000,0.000000000000000,0.662740000000000
,748,2510,748,11380,1,111380,North Pacific Montane Grassland,235,235,Wildrye-Idaho Fescue-2,230,Grassland,199,158,0.780390000000000,0.901960000000000,0.619600000000000
,749,76919,749,11540,1,111540,Inter-Mountain Basins Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,156,Riparian,154,117,0.603920000000000,0.611760000000000,0.458820000000000
,750,5945274,750,11560,1,111560,North Pacific Lowland Riparian Forest and Shrubland,255,255,Black Cottonwood-Bigleaf Maple-Western Redcedar-5,179,Riparian,177,125,0.694110000000000,0.701960000000000,0.490190000000000
,751,222955,751,11570,1,111570,North Pacific Swamp Systems,256,256,Thinleaf Alder-Oregon Ash-Western Redcedar-5,85,Riparian,70,137,0.274510000000000,0.333330000000000,0.537250000000000
,752,1794408,752,11581,1,111581,North Pacific Montane Riparian Woodland and Shrubland - Wet,257,257,Red Alder-Bigleaf Maple-Vine Maple-5,207,Riparian,188,212,0.737250000000000,0.811760000000000,0.831370000000000
,753,365025,753,11582,1,111582,North Pacific Montane Riparian Woodland and Shrubland - Dry,258,258,White Alder-Devils Club-5,194,Riparian,172,193,0.674510000000000,0.760780000000000,0.756860000000000
,754,40654,754,11650,1,111650,Northern Rocky Mountain Foothill Conifer Wooded Steppe,150,150,Ponderosa Pine-1,120,Conifer,255,0,1.000000000000000,0.470580000000000,0.000000000000000
,755,17945,755,11670,1,111670,Rocky Mountain Poor-Site Lodgepole Pine Forest,266,266,Lodgepole Pine-Kinnikinnick-4,255,Conifer,85,0,0.333330000000000,1.000000000000000,0.000000000000000
,756,773485,756,11710,1,111710,North Pacific Alpine and Subalpine Dry Grassland,269,269,Idaho Fescue-Beargrass-4,195,Grassland,167,167,0.654900000000000,0.764700000000000,0.654900000000000
,757,16853,757,11730,1,111730,North Pacific Wooded Volcanic Flowage,271,271,Lodgepole Pine-Lichen-5,186,Conifer,245,157,0.960780000000000,0.729410000000000,0.615680000000000
,758,3264816,758,11740,1,111740,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,272,272,Silver Fir-Western Hemlock-3,189,Conifer,217,252,0.850980000000000,0.741170000000000,0.988230000000000
,759,6408865,759,11780,1,111780,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,274,274,Red Cedar-Western Hemlock-5,176,Conifer,215,158,0.843130000000000,0.690190000000000,0.619600000000000
,760,3435696,760,10080,2,210080,North Pacific Oak Woodland,118,118,Oregon White Oak-RoemersFescue-Oatgrass-1,120,Hardwood,255,120,1.000000000000000,0.470580000000000,0.470580000000000
,761,42613,761,10150,2,210150,California Coastal Redwood Forest,106,106,Redwood-1,0,Conifer,168,0,0.658820000000000,0.000000000000000,0.000000000000000
