Rowid_,VALUE,COUNT,VALUE_1,BPS_CODE,ZONE,BPS_MODEL,BPS_NAME,GROUPID,GROUPMODEL,GROUPNAME,G,GROUPVEG,R,B,RED,GREEN,BLUE
,1316,566519,1316,13300,56,5613300,Southern Coastal Plain Dry Upland Hardwood Forest,301,301,Post Oak-Chinquapin Oak-Shortleaf Pine-1,231,Hardwood,245,186,0.960780000000000,0.905880000000000,0.729410000000000
,1317,860056,1317,13330,56,5613330,South Florida Hardwood Hammock,303,303,Gumbo-limbo-Poisonwood-5,121,Hardwood,128,0,0.501960000000000,0.474510000000000,0.000000000000000
,1318,590072,1318,13360,56,5613360,Southwest Florida Coastal Strand and Maritime Hammock,305,305,Live Oak-Palmetto-Sea Grape-1,115,Hardwood,247,255,0.968620000000000,0.450980000000000,1.000000000000000
,1319,439865,1319,13370,56,5613370,Southeast Florida Coastal Strand and Maritime Hammock,305,305,Live Oak-Palmetto-Sea Grape-1,94,Hardwood,228,255,0.894110000000000,0.368620000000000,1.000000000000000
,1320,4242741,1320,13560,56,5613560,Florida Longleaf Pine Sandhill,322,322,Longleaf Pine-Florida Alicia-1,186,Conifer,76,10,0.298030000000000,0.729410000000000,0.039210000000000
,1321,703559,1321,13600,56,5613600,South Florida Pine Rockland,325,325,Florida Slash Pine-Wild Guava-False Tamarind-1,170,Conifer,214,102,0.839210000000000,0.666660000000000,0.400000000000000
,1322,1937419,1322,13870,56,5613870,Florida Peninsula Inland Scrub,353,353,Ocala Sand Pine-2,200,Conifer,255,0,1.000000000000000,0.784310000000000,0.000000000000000
,1323,4008434,1323,14250,56,5614250,Florida Dry Prairie,380,380,Threeawn-Saw Palmetto-2,214,Grassland,255,214,1.000000000000000,0.839210000000000,0.839210000000000
,1324,214762,1324,14450,56,5614450,South Florida Dwarf Cypress Savanna,403,403,Pond Cypress-1,0,Savanna,224,123,0.878430000000000,0.000000000000000,0.482350000000000
,1325,6716599,1325,14460,56,5614460,South Florida Pine Flatwoods,396,396,Florida Slash Pine-Saw Palmetto-1,230,Conifer,162,140,0.635290000000000,0.901960000000000,0.549020000000000
,1326,433117,1326,14470,56,5614470,South Florida Cypress Dome,403,403,Pond Cypress-1,10,Riparian,200,0,0.784310000000000,0.039210000000000,0.000000000000000
,1327,15134576,1327,14530,56,5614530,Central Florida Pine Flatwoods,397,397,Longleaf Pine-Slash Pine-Saw Palmetto-1,245,Riparian,150,103,0.588230000000000,0.960780000000000,0.403920000000000
,1328,430573,1328,14540,56,5614540,East Gulf Coastal Plain Near-Coast Pine Flatwoods,397,397,Longleaf Pine-Slash Pine-Saw Palmetto-1,227,Riparian,149,118,0.584310000000000,0.890190000000000,0.462740000000000
,1329,3590484,1329,14600,56,5614600,Southern Coastal Plain Nonriverine Cypress Dome,403,403,Pond Cypress-1,10,Riparian,168,0,0.658820000000000,0.039210000000000,0.000000000000000
,1330,708883,1330,14610,56,5614610,Southern Coastal Plain Seepage Swamp and Baygall,404,404,Sweetbay-Swamp Tupelo-Swamp Bay-3,232,Riparian,190,255,0.745090000000000,0.909800000000000,1.000000000000000
,1331,1452790,1331,14700,56,5614700,Caribbean Coastal Wetland Systems,410,410,Mangrove-4,217,Riparian,0,255,0.000000000000000,0.850980000000000,1.000000000000000
,1332,2062304,1332,14740,56,5614740,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,421,421,American Sycamore-Sugarberry-Pine-3,185,Riparian,171,235,0.670580000000000,0.725490000000000,0.921560000000000
,1333,3233240,1333,14780,56,5614780,Caribbean Swamp Systems,425,425,Red Bay-Sweetbay Magnolia-5,237,Riparian,92,201,0.360780000000000,0.929410000000000,0.788230000000000
,1334,14550143,1334,14800,56,5614800,Gulf and Atlantic Coastal Plain Swamp Systems,427,427,Bald Cypress-Atlantic White Cedar-Red Maple-5,212,Riparian,102,179,0.400000000000000,0.831370000000000,0.701960000000000
,1335,14446452,1335,14830,56,5614830,South Florida Everglades Sawgrass Marsh,430,430,Sawgrass-2,255,Riparian,212,237,0.831370000000000,1.000000000000000,0.929410000000000
,1336,3767408,1336,14890,56,5614890,Floridian Highlands Freshwater Marsh,434,434,Sand Cordgrass-Maidencane-2,255,Riparian,240,94,0.941170000000000,1.000000000000000,0.368620000000000
,1337,719507,1337,14900,56,5614900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,435,435,Saltmeadow Cordgrass-Saltgrass-Gulf Cordgrass-2,235,Riparian,255,0,1.000000000000000,0.921560000000000,0.000000000000000
,1338,85082,1338,10040,25,2510040,North American Warm Desert Sparsely Vegetated Systems,100,100,Sparsely Vegetated,242,Sparse,255,189,1.000000000000000,0.949020000000000,0.741170000000000
,1339,184527,1339,10160,25,2510160,Colorado Plateau Pinyon-Juniper Woodland,107,107,Two Needle Pinyon-Utah Juniper-3,170,Conifer,205,102,0.803920000000000,0.666660000000000,0.400000000000000
,1340,4419687,1340,10230,25,2510230,Madrean Encinal,113,113,Arizona Pine-Emory Oak-1,167,Conifer,0,132,0.000000000000000,0.654900000000000,0.517640000000000
,1341,1325151,1341,10240,25,2510240,Madrean Lower Montane Pine-Oak Forest and Woodland,113,113,Arizona Pine-Emory Oak-1,189,Conifer,167,30,0.654900000000000,0.741170000000000,0.117640000000000
,1342,3437939,1342,10250,25,2510250,Madrean Pinyon-Juniper Woodland,114,114,Alligator Juniper-Emory Oak-3,106,Conifer,160,31,0.627450000000000,0.415680000000000,0.121560000000000
,1343,1285130,1343,10510,25,2510510,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,146,146,Douglas Fir-White Fir-1,210,Conifer,190,255,0.745090000000000,0.823520000000000,1.000000000000000
,1344,38313,1344,10520,25,2510520,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,148,148,Douglas Fir-White Fir-3,149,Conifer,115,230,0.450980000000000,0.584310000000000,0.901960000000000
,1345,1983308,1345,10540,25,2510540,Southern Rocky Mountain Ponderosa Pine Woodland,150,150,Ponderosa Pine-1,56,Conifer,168,0,0.658820000000000,0.219600000000000,0.000000000000000
,1346,2631920,1346,10590,25,2510590,Southern Rocky Mountain Pinyon-Juniper Woodland,161,161,Two Needle Pinyon-Rocky Mountain Juniper-3,138,Conifer,183,46,0.717640000000000,0.541170000000000,0.180390000000000
,1347,76093,1347,10610,25,2510610,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,163,163,Quaking Aspen-Subalpine Fir-Douglas Fir-3,230,Hardwood-Conifer,230,0,0.901960000000000,0.901960000000000,0.000000000000000
,1348,7987,1348,10740,25,2510740,Chihuahuan Creosotebush Desert Scrub,172,172,Creosote-Tarwort-5,115,Shrubland,223,255,0.874510000000000,0.450980000000000,1.000000000000000
,1349,559970,1349,10750,25,2510750,Chihuahuan Mixed Salt Desert Scrub,173,173,Fourwing Saltbrush-Horsebrush-5,191,Shrubland,244,0,0.956860000000000,0.749020000000000,0.000000000000000
,1350,18018144,1350,10770,25,2510770,Chihuahuan Succulent Desert Scrub,175,175,Ocotillo-Cactus-4,127,Shrubland,232,105,0.909800000000000,0.498030000000000,0.411760000000000
,1351,11551934,1351,10800,25,2510800,Inter-Mountain Basins Big Sagebrush Shrubland,181,181,Mountain Big Sage-Bitterbrush-3,190,Shrubland,255,232,1.000000000000000,0.745090000000000,0.909800000000000
,1352,662194,1352,10870,25,2510870,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,192,192,Creosote-Bursage-5,154,Shrubland,52,184,0.203920000000000,0.603920000000000,0.721560000000000
,1353,25,1353,10880,25,2510880,Sonora-Mojave Mixed Salt Desert Scrub,183,183,Shadscale-Winterfat-5,222,Shrubland,245,110,0.960780000000000,0.870580000000000,0.431370000000000
,1354,254141,1354,10910,25,2510910,Sonoran Mid-Elevation Desert Scrub,194,194,Ocotillo-Buckwheat-5,6,Shrubland,176,99,0.690190000000000,0.023520000000000,0.388230000000000
,1355,368666,1355,10940,25,2510940,Western Great Plains Sandhill Steppe,197,197,Sand Sagebrush-Shinnery-4,0,Shrubland,169,230,0.662740000000000,0.000000000000000,0.901960000000000
,1356,8406760,1356,11002,25,2511002,Chihuahuan Mixed Desert Shrubland,202,202,Acacia-Creosote-5,162,Shrubland,245,122,0.960780000000000,0.635290000000000,0.478430000000000
,1357,14937866,1357,11003,25,2511003,Chihuahuan Grama Grass-Creosote Steppe,202,202,Acacia-Creosote-5,137,Shrubland,205,102,0.803920000000000,0.537250000000000,0.400000000000000
,1358,13178,1358,11010,25,2511010,Madrean Oriental Chaparral,206,206,Gambel Oak-Serviceberry-3,212,Shrubland,116,180,0.454900000000000,0.831370000000000,0.705880000000000
,1359,371723,1359,11040,25,2511040,Mogollon Chaparral,203,203,Pointleaf Manzanita-Desert Ceanothus-Birchleaf Mountain Mahogany-4,250,Shrubland,173,211,0.678430000000000,0.980390000000000,0.827450000000000
,1360,10566,1360,11070,25,2511070,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,206,206,Gambel Oak-Serviceberry-3,255,Shrubland,115,223,0.450980000000000,1.000000000000000,0.874510000000000
,1361,7857,1361,11080,25,2511080,Sonora-Mojave Semi-Desert Chaparral,203,203,Pointleaf Manzanita-Desert Ceanothus-Birchleaf Mountain Mahogany-4,197,Shrubland,255,173,1.000000000000000,0.772540000000000,0.678430000000000
,1362,547787,1362,11090,25,2511090,Sonoran Paloverde-Mixed Cacti Desert Scrub,207,207,Saguaro-Palo Verde-5,214,Shrubland,233,245,0.913720000000000,0.839210000000000,0.960780000000000
,1363,437616,1363,11160,25,2511160,Madrean Juniper Savanna,114,114,Alligator Juniper-Emory Oak-3,157,Conifer,207,143,0.811760000000000,0.615680000000000,0.560780000000000
,1364,4535153,1364,11190,25,2511190,Southern Rocky Mountain Juniper Woodland and Savanna,214,214,Two Needle Pinyon-Rocky Mountain Juniper-1,86,Conifer,135,20,0.529410000000000,0.337250000000000,0.078430000000000
,1365,15017479,1365,11210,25,2511210,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,216,216,Grama-Creosote-2,221,Grassland,255,216,1.000000000000000,0.866660000000000,0.847050000000000
,1366,3773423,1366,11220,25,2511220,Chihuahuan Gypsophilous Grassland and Steppe,217,217,Alkali Sacaton-Gypsum Grama-5,230,Grassland,145,0,0.568620000000000,0.901960000000000,0.000000000000000
,1367,431048,1367,11270,25,2511270,Inter-Mountain Basins Semi-Desert Shrub-Steppe,225,225,Sand Sage-Jointfir-3,158,Shrubland,194,215,0.760780000000000,0.619600000000000,0.843130000000000
,1368,11998277,1368,11330,25,2511330,Chihuahuan Sandy Plains Semi-Desert Grassland,230,230,Indian Ricegrass-Black Grama-5,221,Grassland,229,133,0.898030000000000,0.866660000000000,0.521560000000000
,1369,318074,1369,11350,25,2511350,Inter-Mountain Basins Semi-Desert Grassland,232,232,Indian Ricegrass-Threeawn-1,174,Grassland,185,211,0.725490000000000,0.682350000000000,0.827450000000000
,1370,110873,1370,11460,25,2511460,Southern Rocky Mountain Montane-Subalpine Grassland,244,244,Arizona Fescue-Mountain Muhly-1,205,Grassland,167,178,0.654900000000000,0.803920000000000,0.698030000000000
,1371,4411,1371,11490,25,2511490,Western Great Plains Shortgrass Prairie,247,247,Blue Grama-Buffalo Grass-2,205,Grassland,205,102,0.803920000000000,0.803920000000000,0.400000000000000
,1372,592556,1372,11530,25,2511530,Inter-Mountain Basins Greasewood Flat,250,250,Greasewood-Shadscale-5,225,Shrubland,225,225,0.882350000000000,0.882350000000000,0.882350000000000
,1373,4105595,1373,11550,25,2511550,North American Warm Desert Riparian Systems,251,251,Alkali Sacaton-Vine Mesquite-5,160,Riparian,123,117,0.482350000000000,0.627450000000000,0.458820000000000
,1374,1707676,1374,11590,25,2511590,Rocky Mountain Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,124,Riparian,123,93,0.482350000000000,0.486270000000000,0.364700000000000
,1375,669323,1375,15030,25,2515030,Chihuahuan Loamy Plains Desert Grassland,445,445,Tobosagrass-Black Grama-2,215,Grassland,199,158,0.780390000000000,0.843130000000000,0.619600000000000
,1376,2604382,1376,15040,25,2515040,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,446,446,Tobosagrass-Alkali Sacaton-2,179,Grassland,166,130,0.650980000000000,0.701960000000000,0.509800000000000
,1377,55254,1377,10040,26,2610040,North American Warm Desert Sparsely Vegetated Systems,100,100,Sparsely Vegetated,242,Sparse,255,189,1.000000000000000,0.949020000000000,0.741170000000000
,1378,1587680,1378,10240,26,2610240,Madrean Lower Montane Pine-Oak Forest and Woodland,113,113,Arizona Pine-Emory Oak-1,189,Conifer,167,30,0.654900000000000,0.741170000000000,0.117640000000000
,1379,758347,1379,10250,26,2610250,Madrean Pinyon-Juniper Woodland,114,114,Alligator Juniper-Emory Oak-3,106,Conifer,160,31,0.627450000000000,0.415680000000000,0.121560000000000
,1380,26978,1380,10540,26,2610540,Southern Rocky Mountain Ponderosa Pine Woodland,150,150,Ponderosa Pine-1,56,Conifer,168,0,0.658820000000000,0.219600000000000,0.000000000000000
,1381,164383,1381,10590,26,2610590,Southern Rocky Mountain Pinyon-Juniper Woodland,161,161,Two Needle Pinyon-Rocky Mountain Juniper-3,138,Conifer,183,46,0.717640000000000,0.541170000000000,0.180390000000000
,1382,10514408,1382,10740,26,2610740,Chihuahuan Creosotebush Desert Scrub,172,172,Creosote-Tarwort-5,115,Shrubland,223,255,0.874510000000000,0.450980000000000,1.000000000000000
,1383,2776154,1383,10750,26,2610750,Chihuahuan Mixed Salt Desert Scrub,173,173,Fourwing Saltbrush-Horsebrush-5,191,Shrubland,244,0,0.956860000000000,0.749020000000000,0.000000000000000
,1384,1707974,1384,10760,26,2610760,Chihuahuan Stabilized Coppice Dune and Sand Flat Scrub,174,174,Mesquite-Fourwing Saltbush-5,69,Shrubland,229,99,0.898030000000000,0.270580000000000,0.388230000000000
,1385,11787855,1385,10770,26,2610770,Chihuahuan Succulent Desert Scrub,175,175,Ocotillo-Cactus-4,127,Shrubland,232,105,0.909800000000000,0.498030000000000,0.411760000000000
,1386,172431,1386,10860,26,2610860,Rocky Mountain Lower Montane-Foothill Shrubland,191,191,Alderleaf Mountain Mahogany-Wavyleaf Oak-Sideoats Grama-4,68,Shrubland,137,101,0.537250000000000,0.266660000000000,0.396070000000000
,1387,7501113,1387,10940,26,2610940,Western Great Plains Sandhill Steppe,197,197,Sand Sagebrush-Shinnery-4,0,Shrubland,169,230,0.662740000000000,0.000000000000000,0.901960000000000
,1388,1147127,1388,10950,26,2610950,Apacherian-Chihuahuan Mesquite Upland Scrub,198,198,Mesquite-2,56,Shrubland,255,132,1.000000000000000,0.219600000000000,0.517640000000000
,1389,8026479,1389,11000,26,2611000,Chihuahuan Mixed Desert and Thorn Scrub,202,202,Acacia-Creosote-5,162,Shrubland,245,122,0.960780000000000,0.635290000000000,0.478430000000000
,1390,231122,1390,11010,26,2611010,Madrean Oriental Chaparral,206,206,Gambel Oak-Serviceberry-3,212,Shrubland,116,180,0.454900000000000,0.831370000000000,0.705880000000000
,1391,561379,1391,11110,26,2611110,Western Great Plains Mesquite Woodland and Shrubland,209,209,Mesquite-Little Bluestem-Sideoats Grama-1,40,Shrubland,156,156,0.611760000000000,0.156860000000000,0.611760000000000
,1392,183618,1392,11160,26,2611160,Madrean Juniper Savanna,114,114,Alligator Juniper-Emory Oak-3,157,Conifer,207,143,0.811760000000000,0.615680000000000,0.560780000000000
,1393,305821,1393,11190,26,2611190,Southern Rocky Mountain Juniper Woodland and Savanna,214,214,Two Needle Pinyon-Rocky Mountain Juniper-1,86,Conifer,135,20,0.529410000000000,0.337250000000000,0.078430000000000
,1394,55895330,1394,11210,26,2611210,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,216,216,Grama-Creosote-2,221,Grassland,255,216,1.000000000000000,0.866660000000000,0.847050000000000
,1395,2050195,1395,11220,26,2611220,Chihuahuan Gypsophilous Grassland and Steppe,217,217,Alkali Sacaton-Gypsum Grama-5,230,Grassland,145,0,0.568620000000000,0.901960000000000,0.000000000000000
,1396,22413,1396,11460,26,2611460,Southern Rocky Mountain Montane-Subalpine Grassland,244,244,Arizona Fescue-Mountain Muhly-1,205,Grassland,167,178,0.654900000000000,0.803920000000000,0.698030000000000
,1397,13347370,1397,11490,26,2611490,Western Great Plains Shortgrass Prairie,247,247,Blue Grama-Buffalo Grass-2,205,Grassland,205,102,0.803920000000000,0.803920000000000,0.400000000000000
,1398,1478263,1398,11550,26,2611550,North American Warm Desert Riparian Systems,254,254,Desert Willow-Arizona Sycamore-5,160,Riparian,123,117,0.482350000000000,0.627450000000000,0.458820000000000
,1399,851573,1399,11590,26,2611590,Rocky Mountain Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,124,Riparian,123,93,0.482350000000000,0.486270000000000,0.364700000000000
,1400,5830497,1400,13930,26,2613930,Edwards Plateau Limestone Shrubland,358,358,Sandpaper Oak-Pinchots Juniper-1,203,Conifer,255,125,1.000000000000000,0.796070000000000,0.490190000000000
,1401,36697,1401,14951,26,2614951,Western Great Plains Depressional Wetland Systems - Playa,441,441,Buffalo Grass-Blue Grama-2,0,Riparian,104,156,0.407840000000000,0.000000000000000,0.611760000000000
,1402,30641082,1402,15030,26,2615030,Chihuahuan Loamy Plains Desert Grassland,445,445,Tobosagrass-Black Grama-2,215,Grassland,199,158,0.780390000000000,0.843130000000000,0.619600000000000
,1403,4672880,1403,15041,26,2615041,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland - Tobosa Grassland,447,447,Tobosagrass-Tree Cholla-2,179,Grassland,166,130,0.650980000000000,0.701960000000000,0.509800000000000
,1404,4436140,1404,15042,26,2615042,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland - Alkali Sacaton,448,448,AlkaliSacaton-Tobosa-2,150,Grassland,100,75,0.392150000000000,0.588230000000000,0.294110000000000
,1405,228247,1405,10540,33,3310540,Southern Rocky Mountain Ponderosa Pine Woodland,149,149,Ponderosa Pine-3,56,Conifer,168,0,0.658820000000000,0.219600000000000,0.000000000000000
,1406,21900,1406,10590,33,3310590,Southern Rocky Mountain Pinyon-Juniper Woodland,161,161,Two Needle Pinyon-Rocky Mountain Juniper-3,138,Conifer,183,46,0.717640000000000,0.541170000000000,0.180390000000000
,1407,3740,1407,10800,33,3310800,Inter-Mountain Basins Big Sagebrush Shrubland,181,181,Mountain Big Sage-Bitterbrush-3,190,Shrubland,255,232,1.000000000000000,0.745090000000000,0.909800000000000
,1408,282491,1408,10810,33,3310810,Inter-Mountain Basins Mixed Salt Desert Scrub,183,183,Shadscale-Winterfat-5,202,Shrubland,245,122,0.960780000000000,0.792150000000000,0.478430000000000
,1409,1394570,1409,10860,33,3310860,Rocky Mountain Lower Montane-Foothill Shrubland,191,191,Alderleaf Mountain Mahogany-Wavyleaf Oak-Sideoats Grama-4,68,Shrubland,137,101,0.537250000000000,0.266660000000000,0.396070000000000
,1410,26708052,1410,10940,33,3310940,Western Great Plains Sandhill Steppe,197,197,Sand Sagebrush-Shinnery-4,0,Shrubland,169,230,0.662740000000000,0.000000000000000,0.901960000000000
,1411,159144,1411,11070,33,3311070,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,206,206,Gambel Oak-Serviceberry-3,255,Shrubland,115,223,0.450980000000000,1.000000000000000,0.874510000000000
,1412,777,1412,11110,33,3311110,Western Great Plains Mesquite Woodland and Shrubland,209,209,Mesquite-Little Bluestem-Sideoats Grama-1,40,Shrubland,156,156,0.611760000000000,0.156860000000000,0.611760000000000
,1413,5214,1413,11170,33,3311170,Southern Rocky Mountain Ponderosa Pine Savanna,149,149,Ponderosa Pine-3,85,Conifer,255,0,1.000000000000000,0.333330000000000,0.000000000000000
,1414,2915986,1414,11260,33,3311260,Inter-Mountain Basins Montane Sagebrush Steppe,222,222,Mountain Sagebrush-Bluebunch Wheatgrass-Idaho Fescue-4,0,Shrubland,230,169,0.901960000000000,0.000000000000000,0.662740000000000
,1415,80047892,1415,11320,33,3311320,Central Mixedgrass Prairie,239,239,Bluebunch Wheatgrass-Big Bluestem-Little Bluestem-2,168,Grassland,112,112,0.439210000000000,0.658820000000000,0.439210000000000
,1416,472550,1416,11470,33,3311470,Western Great Plains Foothill and Piedmont Grassland,245,245,Big Bluestem-Little Bluestem-Mountain Muhly-2,205,Grassland,137,102,0.537250000000000,0.803920000000000,0.400000000000000
,1417,56689236,1417,11490,33,3311490,Western Great Plains Shortgrass Prairie,247,247,Blue Grama-Buffalo Grass-2,205,Grassland,205,102,0.803920000000000,0.803920000000000,0.400000000000000
,1418,30884,1418,11590,33,3311590,Rocky Mountain Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,124,Riparian,123,93,0.482350000000000,0.486270000000000,0.364700000000000
,1419,1489510,1419,11620,33,3311620,Western Great Plains Floodplain Systems,261,261,Eastern Cottonwood-Sandbar Willow-Green Ash-3,153,Riparian,102,205,0.400000000000000,0.600000000000000,0.803920000000000
,1420,19359,1420,13410,33,3313410,Northwestern Great Plains Canyon,100,100,Sparsely Vegetated,178,Sparse,196,156,0.768620000000000,0.698030000000000,0.611760000000000
,1421,12668,1421,14950,33,3314950,Western Great Plains Depressional Wetland Systems,440,440,Western Wheatgrass-Needle Spikebrush-2,0,Riparian,104,156,0.407840000000000,0.000000000000000,0.611760000000000
,1422,84707,1422,10070,34,3410070,Western Great Plains Sparsely Vegetated Systems,100,100,Sparsely Vegetated,235,Sparse,255,190,1.000000000000000,0.921560000000000,0.745090000000000
,1423,10527531,1423,10940,34,3410940,Western Great Plains Sandhill Steppe,197,197,Sand Sagebrush-Shinnery-4,0,Shrubland,169,230,0.662740000000000,0.000000000000000,0.901960000000000
,1424,3610401,1424,11110,34,3411110,Western Great Plains Mesquite Woodland and Shrubland,209,209,Mesquite-Little Bluestem-Sideoats Grama-1,40,Shrubland,156,156,0.611760000000000,0.156860000000000,0.611760000000000
,1425,6256897,1425,11190,34,3411190,Southern Rocky Mountain Juniper Woodland and Savanna,215,215,Oneseed Juniper-Pinchots Juniper-3,86,Conifer,135,20,0.529410000000000,0.337250000000000,0.078430000000000
,1426,40599731,1426,11320,34,3411320,Central Mixedgrass Prairie,239,239,Bluebunch Wheatgrass-Big Bluestem-Little Bluestem-2,168,Grassland,112,112,0.439210000000000,0.658820000000000,0.439210000000000
,1427,28014676,1427,11480,34,3411480,Western Great Plains Sand Prairie,246,246,Sand Bluestem-Prairie Sandreed-2,218,Grassland,245,169,0.960780000000000,0.854900000000000,0.662740000000000
,1428,98468337,1428,11490,34,3411490,Western Great Plains Shortgrass Prairie,247,247,Blue Grama-Buffalo Grass-2,205,Grassland,205,102,0.803920000000000,0.803920000000000,0.400000000000000
,1429,5133311,1429,11620,34,3411620,Western Great Plains Floodplain Systems,261,261,Eastern Cottonwood-Sandbar Willow-Green Ash-3,153,Riparian,102,205,0.400000000000000,0.600000000000000,0.803920000000000
,1430,20092,1430,13930,34,3413930,Edwards Plateau Limestone Shrubland,358,358,Sandpaper Oak-Pinchots Juniper-1,203,Conifer,255,125,1.000000000000000,0.796070000000000,0.490190000000000
,1431,1690469,1431,14951,34,3414951,Western Great Plains Depressional Wetland Systems - Playa,441,441,Buffalo Grass-Blue Grama-2,0,Riparian,104,156,0.407840000000000,0.000000000000000,0.611760000000000
,1432,95182,1432,14952,34,3414952,Western Great Plains Depressional Wetland Systems - Saline,442,442,Alkali Sacaton-Saltgrass-2,0,Riparian,82,201,0.321560000000000,0.000000000000000,0.788230000000000
,1433,350601,1433,15041,34,3415041,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland - Tobosa Grassland,447,447,Tobosagrass-Tree Cholla-2,179,Grassland,166,130,0.650980000000000,0.701960000000000,0.509800000000000
,1434,325170,1434,15042,34,3415042,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland - Alkali Sacaton,448,448,AlkaliSacaton-Tobosa-2,150,Grassland,100,75,0.392150000000000,0.588230000000000,0.294110000000000
,1435,7890451,1435,13230,37,3713230,West Gulf Coastal Plain Mesic Hardwood Forest,295,295,Beech-White Oak-Red Oak-1,158,Hardwood,181,143,0.709800000000000,0.619600000000000,0.560780000000000
,1436,341322,1436,13390,37,3713390,West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland,307,307,Live Oak-Sugarberry-Hercules Club-1,69,Hardwood,219,223,0.858820000000000,0.270580000000000,0.874510000000000
,1437,11548552,1437,13480,37,3713480,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,316,316,Longleaf Pine-Broomsedge Bluestem-Little Bluestem-1,127,Conifer,112,0,0.439210000000000,0.498030000000000,0.000000000000000
,1438,45028345,1438,13710,37,3713710,West Gulf Coastal Plain Pine-Hardwood Forest,339,339,Shortleaf Pine-Loblolly Pine-White Oak-1,168,Hardwood-Conifer,100,0,0.392150000000000,0.658820000000000,0.000000000000000
,1439,2009136,1439,13780,37,3713780,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,346,346,Runner Oak-Shortleaf Pine-Little Bluestem-1,217,Hardwood-Conifer,209,0,0.819600000000000,0.850980000000000,0.000000000000000
,1440,2974404,1440,14220,37,3714220,Southern Blackland Tallgrass Prairie,378,378,Little Bluestem-Indiangrass--2,127,Grassland,255,127,1.000000000000000,0.498030000000000,0.498030000000000
,1441,43106,1441,14280,37,3714280,West Gulf Coastal Plain Northern Calcareous Prairie,382,382,Little Bluestem-Indiangrass-Post Oak-1,0,Grassland,255,110,1.000000000000000,0.000000000000000,0.431370000000000
,1442,1020873,1442,14290,37,3714290,West Gulf Coastal Plain Southern Calcareous Prairie,383,383,Little Bluestem-Indiangrass-Eastern Redcedar-2,36,Grassland,255,158,1.000000000000000,0.141170000000000,0.619600000000000
,1443,7704857,1443,14340,37,3714340,Texas-Louisiana Coastal Prairie,386,386,Big Bluestem-Indiangrass-Brownseed Paspalum-2,163,Grassland,219,223,0.858820000000000,0.639210000000000,0.874510000000000
,1444,17410764,1444,14510,37,3714510,West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,397,397,Longleaf Pine-Slash Pine-Saw Palmetto-1,242,Riparian,68,0,0.266660000000000,0.949020000000000,0.000000000000000
,1445,10445681,1445,14580,37,3714580,West Gulf Coastal Plain Pine-Hardwood Flatwoods,402,402,Loblolly Pine-Southern Red Oak-1,235,Hardwood-Conifer,99,97,0.388230000000000,0.921560000000000,0.380390000000000
,1446,37472915,1446,14730,37,3714730,Gulf and Atlantic Coastal Plain Floodplain Systems,417,417,Water Oak-American Elm-Swampprivet-3,119,Riparian,102,205,0.400000000000000,0.466660000000000,0.803920000000000
,1447,14876380,1447,14740,37,3714740,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,420,420,Loblolly Pine-Southern Magnolia-Cypress-1,185,Riparian,171,235,0.670580000000000,0.725490000000000,0.921560000000000
,1448,1583248,1448,14800,37,3714800,Gulf and Atlantic Coastal Plain Swamp Systems,427,427,Bald Cypress-Atlantic White Cedar-Red Maple-5,212,Riparian,102,179,0.400000000000000,0.831370000000000,0.701960000000000
,1449,4572658,1449,14900,37,3714900,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,435,435,Saltmeadow Cordgrass-Saltgrass-Gulf Cordgrass-2,235,Riparian,255,0,1.000000000000000,0.921560000000000,0.000000000000000
,1450,4115077,1450,15060,37,3715060,West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods,450,450,Willow Oak-Overcup Oak-3,115,Hardwood,38,0,0.149020000000000,0.450980000000000,0.000000000000000
,1451,14529022,1451,15190,37,3715190,East-Central Texas Plains Post Oak Savanna and Woodland,453,453,Big Bluestem-Little Bluestem-Post Oak-1,148,Grassland,207,10,0.811760000000000,0.580390000000000,0.039210000000000
