Rowid_,VALUE,COUNT,VALUE_1,CLASSNAME,EVT_FUEL,EVT_FUEL_N,EVT_LF,EVT_GP,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,R,G,B,RED,GREEN,BLUE
,3140,5506621,3140.000000000000000,Northern Rocky Mountain Subalpine-Upper Montane Grassland,2140.000000000000000,He Northern Rocky Mountain Subalpine-Upper Montane Grassland,Herb,617.000000000000000,Grassland,Grassland,SRM 312: Rough Fescue-Idaho Fescue,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000000000000,184.000000000000000,97.000000000000000,1.000000000000000,0.721569000000000,0.380392000000000
,3141,256805740,3141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,2141.000000000000000,He Northwestern Great Plains Mixedgrass Prairie,Herb,646.000000000000000,Grassland,Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000000000000,176.000000000000000,92.000000000000000,1.000000000000000,0.690196000000000,0.360784000000000
,3142,3318201,3142.000000000000000,Columbia Basin Palouse Prairie,2142.000000000000000,He Columbia Basin Palouse Prairie,Herb,617.000000000000000,Grassland,Grassland,SRM 102: Idaho Fescue,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000000000000,198.000000000000000,107.000000000000000,1.000000000000000,0.776471000000000,0.419608000000000
,3143,105,3143.000000000000000,Rocky Mountain Alpine Fell-Field,2143.000000000000000,He Rocky Mountain Alpine Fell-Field,Herb,601.000000000000000,Grassland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,171.000000000000000,145.000000000000000,106.000000000000000,0.670588000000000,0.568627000000000,0.415686000000000
,3144,2438254,3144.000000000000000,Rocky Mountain Alpine Turf,2144.000000000000000,He Rocky Mountain Alpine Turf,Herb,616.000000000000000,Grassland,Dry Tundra,SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,171.000000000000000,145.000000000000000,106.000000000000000,0.670588000000000,0.568627000000000,0.415686000000000
,3145,19528980,3145.000000000000000,Rocky Mountain Subalpine-Montane Mesic Meadow,2145.000000000000000,He Rocky Mountain Subalpine-Montane Mesic Meadow,Herb,601.000000000000000,Grassland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 409: Tall Forb,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000000000000,163.000000000000000,82.000000000000000,1.000000000000000,0.639216000000000,0.321569000000000
,3146,5033688,3146.000000000000000,Southern Rocky Mountain Montane-Subalpine Grassland,2146.000000000000000,He Southern Rocky Mountain Montane-Subalpine Grassland,Herb,617.000000000000000,Grassland,Grassland,SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,171.000000000000000,145.000000000000000,106.000000000000000,0.670588000000000,0.568627000000000,0.415686000000000
,3147,2815103,3147.000000000000000,Western Great Plains Foothill and Piedmont Grassland,2147.000000000000000,He Western Great Plains Foothill and Piedmont Grassland,Herb,617.000000000000000,Grassland,Grassland,SRM 604: Bluestem-Grama Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000000000000,157.000000000000000,77.000000000000000,1.000000000000000,0.615686000000000,0.301961000000000
,3148,99880822,3148.000000000000000,Western Great Plains Sand Prairie Grassland,2148.000000000000000,Sh Western Great Plains Sand Prairie,Herb,647.000000000000000,Grassland,Sand Prairie,SRM 720: Sand Bluestem -Little Bluestem Dunes,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000000000000,148.000000000000000,71.000000000000000,1.000000000000000,0.580392000000000,0.278431000000000
,3149,181425270,3149.000000000000000,Western Great Plains Shortgrass Prairie,2149.000000000000000,He Western Great Plains Shortgrass Prairie,Herb,648.000000000000000,Grassland,Shortgrass Prairie,SRM 611: Blue Grama-Buffalograss,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000000000000,142.000000000000000,66.000000000000000,1.000000000000000,0.556863000000000,0.258824000000000
,3150,4182736,3150.000000000000000,Western Great Plains Tallgrass Prairie,2150.000000000000000,He Western Great Plains Tallgrass Prairie,Herb,649.000000000000000,Grassland,Tallgrass Prairie,SRM 601: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000000000000,137.000000000000000,64.000000000000000,1.000000000000000,0.537255000000000,0.250980000000000
,3151,249393,3151.000000000000000,California Central Valley Riparian Forest and Woodland,2151.000000000000000,Tr California Central Valley Riparian Woodland and Shrubland,Tree,635.000000000000000,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Tree-dominated,Open tree canopy,Deciduous open tree canopy,81.000000000000000,180.000000000000000,141.000000000000000,0.317647000000000,0.705882000000000,0.552941000000000
,3152,4593688,3152.000000000000000,California Montane Riparian Systems,2152.000000000000000,Tr California Montane Riparian Systems,Tree,635.000000000000000,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,81.000000000000000,180.000000000000000,141.000000000000000,0.317647000000000,0.705882000000000,0.552941000000000
,3153,53689695,3153.000000000000000,Inter-Mountain Basins Greasewood Flat,2153.000000000000000,Sh Inter-Mountain Basins Greasewood Flat,Shrub,619.000000000000000,Shrubland,Greasewood Shrubland,SRM 501: Saltbush-Greasewood,Shrub-dominated,Shrubland,Evergreen shrubland,194.000000000000000,170.000000000000000,126.000000000000000,0.760784000000000,0.666667000000000,0.494118000000000
,3154,4686128,3154.000000000000000,Inter-Mountain Basins Montane Riparian Forest and Woodland,2154.000000000000000,Tr Inter-Mountain Basins Montane Riparian Systems,Tree,635.000000000000000,Riparian,Western Riparian Woodland and Shrubland,SAF 235: Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,73.000000000000000,171.000000000000000,186.000000000000000,0.286275000000000,0.670588000000000,0.729412000000000
,3155,2685578,3155.000000000000000,North American Warm Desert Riparian Forest and Woodland,2155.000000000000000,Tr North American Warm Desert Riparian Systems,Tree,635.000000000000000,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Tree-dominated,Open tree canopy,Deciduous open tree canopy,81.000000000000000,180.000000000000000,141.000000000000000,0.317647000000000,0.705882000000000,0.552941000000000
,3156,4080916,3156.000000000000000,North Pacific Lowland Riparian Forest and Shrubland,2156.000000000000000,Tr North Pacific Lowland Riparian Forest and Shrubland,Tree,632.000000000000000,Riparian,Red Alder Forest and Woodland,SAF 222: Black Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,67.000000000000000,162.000000000000000,181.000000000000000,0.262745000000000,0.635294000000000,0.709804000000000
,3157,2423246,3157.000000000000000,North Pacific Swamp Systems,2157.000000000000000,Tr North Pacific Swamp Systems,Tree,645.000000000000000,Riparian,Western Red-cedar-Western Hemlock Forest,SAF 222: Black Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,67.000000000000000,162.000000000000000,181.000000000000000,0.262745000000000,0.635294000000000,0.709804000000000
,3158,2731093,3158.000000000000000,North Pacific Montane Riparian Woodland and Shrubland,2158.000000000000000,Tr North Pacific Montane Riparian Woodland and Shrubland,Tree,635.000000000000000,Riparian,Western Riparian Woodland and Shrubland,SAF 222: Black Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,67.000000000000000,162.000000000000000,181.000000000000000,0.262745000000000,0.635294000000000,0.709804000000000
,3159,16332959,3159.000000000000000,Rocky Mountain Montane Riparian Forest and Woodland,2159.000000000000000,Tr Rocky Mountain Montane Riparian Systems,Tree,635.000000000000000,Riparian,Western Riparian Woodland and Shrubland,SAF 235: Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,73.000000000000000,171.000000000000000,186.000000000000000,0.286275000000000,0.670588000000000,0.729412000000000
,3160,1623345,3160.000000000000000,Rocky Mountain Subalpine/Upper Montane Riparian Forest and Woodland,2160.000000000000000,Tr Rocky Mountain Subalpine/Upper Montane Riparian Systems,Tree,635.000000000000000,Riparian,Western Riparian Woodland and Shrubland,SRM 422: Riparian,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,184.000000000000000,96.000000000000000,24.000000000000000,0.721569000000000,0.376471000000000,0.094118000000000
,3161,1151444,3161.000000000000000,Northern Rocky Mountain Conifer Swamp,2161.000000000000000,Tr Northern Rocky Mountain Conifer Swamp,Tree,639.000000000000000,Riparian,Spruce-Fir Forest and Woodland,SAF 235: Cottonwood-Willow,Tree-dominated,Open tree canopy,Evergreen open tree canopy,73.000000000000000,171.000000000000000,186.000000000000000,0.286275000000000,0.670588000000000,0.729412000000000
,3162,22318106,3162.000000000000000,Western Great Plains Floodplain Forest and Woodland,2162.000000000000000,Tr Western Great Plains Floodplain Systems,Tree,635.000000000000000,Riparian,Western Riparian Woodland and Shrubland,LF 42: Great Plains Riparian,Tree-dominated,Open tree canopy,Deciduous open tree canopy,6.000000000000000,53.000000000000000,122.000000000000000,0.023529000000000,0.207843000000000,0.478431000000000
,3163,334877,3163.000000000000000,Pacific Coastal Marsh Systems,2163.000000000000000,He Pacific Coastal Marsh Systems,Herb,608.000000000000000,Riparian,Pacific Coastal Marsh,SRM 217: Wetlands,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000000000000,127.000000000000000,59.000000000000000,1.000000000000000,0.498039000000000,0.231373000000000
,3164,2224926,3164.000000000000000,Rocky Mountain Wetland-Herbaceous,2164.000000000000000,He Rocky Mountain Wetland-Herbaceous,Herb,635.000000000000000,Riparian,Western Herbaceous Wetland,SRM 422: Riparian,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,184.000000000000000,96.000000000000000,24.000000000000000,0.721569000000000,0.376471000000000,0.094118000000000
,3165,194211,3165.000000000000000,Northern Rocky Mountain Foothill Conifer Wooded Steppe,2165.000000000000000,Tr Northern Rocky Mountain Foothill Conifer Wooded Steppe,Tree,614.000000000000000,Conifer,Douglas-fir Forest and Woodland,SRM 109: Ponderosa Pine-Shrubland,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,55.000000000000000,146.000000000000000,173.000000000000000,0.215686000000000,0.572549000000000,0.678431000000000
,3166,9273661,3166.000000000000000,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,2166.000000000000000,Tr Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Tree,614.000000000000000,Conifer,Douglas-fir Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0.000000000000000,51.000000000000000,0.000000000000000,0.000000000000000,0.200000000000000,0.000000000000000
,3167,2607484,3167.000000000000000,Rocky Mountain Poor-Site Lodgepole Pine Forest,2167.000000000000000,Tr Rocky Mountain Poor-Site Lodgepole Pine Forest,Tree,622.000000000000000,Conifer,Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,163.000000000000000,240.000000000000000,219.000000000000000,0.639216000000000,0.941176000000000,0.858824000000000
,3168,3023,3168.000000000000000,Northern Rocky Mountain Avalanche Chute Shrubland,2168.000000000000000,Sh Northern Rocky Mountain Avalanche Chute Shrubland,Shrub,612.000000000000000,Shrubland,Deciduous Shrubland,LF 41: Deciduous Shrubland,Shrub-dominated,Shrubland,Deciduous shrubland,128.000000000000000,97.000000000000000,69.000000000000000,0.501961000000000,0.380392000000000,0.270588000000000
,3169,5245799,3169.000000000000000,Northern Rocky Mountain Subalpine Deciduous Shrubland,2169.000000000000000,Sh Northern Rocky Mountain Subalpine Deciduous Shrubland,Shrub,612.000000000000000,Shrubland,Deciduous Shrubland,LF 41: Deciduous Shrubland,Shrub-dominated,Shrubland,Deciduous shrubland,128.000000000000000,97.000000000000000,69.000000000000000,0.501961000000000,0.380392000000000,0.270588000000000
,3170,98843,3170.000000000000000,Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral,2170.000000000000000,Tr Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral,Tree,607.000000000000000,Shrubland,Chaparral,SAF 248: Knobcone Pine,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,224.000000000000000,252.000000000000000,192.000000000000000,0.878431000000000,0.988235000000000,0.752941000000000
,3171,855331,3171.000000000000000,North Pacific Alpine and Subalpine Dry Grassland,2171.000000000000000,He North Pacific Alpine and Subalpine Dry Grassland,Herb,617.000000000000000,Grassland,Grassland,SRM 103: Green Fescue,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000000000000,114.000000000000000,48.000000000000000,1.000000000000000,0.447059000000000,0.188235000000000
,3172,607509,3172.000000000000000,Sierran-Intermontane Desert Western White Pine-White Fir Woodland,2172.000000000000000,Tr Sierran-Intermontane Desert Western White Pine-White Fir Woodland,Tree,643.000000000000000,Conifer,Douglas-fir-Grand Fir-White Fir Forest and Woodland,SAF 211: White Fir,Tree-dominated,Open tree canopy,Evergreen open tree canopy,0.000000000000000,204.000000000000000,0.000000000000000,0.000000000000000,0.800000000000000,0.000000000000000
,3173,572639,3173.000000000000000,North Pacific Wooded Volcanic Flowage,2173.000000000000000,Tr North Pacific Wooded Volcanic Flowage,Tree,625.000000000000000,Conifer,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,163.000000000000000,240.000000000000000,219.000000000000000,0.639216000000000,0.941176000000000,0.858824000000000
,3174,10131710,3174.000000000000000,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,2174.000000000000000,Tr North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Tree,642.000000000000000,Conifer,Western Hemlock-Silver Fir Forest,SAF 226: Coastal True Fir-Hemlock,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0.000000000000000,71.000000000000000,0.000000000000000,0.000000000000000,0.278431000000000,0.000000000000000
,3177,16364,3177.000000000000000,California Coastal Closed-Cone Conifer Forest and Woodland,2177.000000000000000,Tr California Coastal Closed-Cone Conifer Forest and Woodland,Tree,610.000000000000000,Conifer-Hardwood,Conifer-Oak Forest and Woodland,SAF 248: Knobcone Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,224.000000000000000,252.000000000000000,192.000000000000000,0.878431000000000,0.988235000000000,0.752941000000000
,3178,4013158,3178.000000000000000,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,2178.000000000000000,Tr North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Tree,645.000000000000000,Conifer,Western Red-cedar-Western Hemlock Forest,SAF 227: Western Redcedar-Western Hemlock,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,4.000000000000000,45.000000000000000,117.000000000000000,0.015686000000000,0.176471000000000,0.458824000000000
,3179,17477961,3179.000000000000000,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,2179.000000000000000,Tr Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,Tree,631.000000000000000,Conifer,"Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,214.000000000000000,255.000000000000000,181.000000000000000,0.839216000000000,1.000000000000000,0.709804000000000
,3180,922095,3180.000000000000000,Introduced Riparian Forest and Woodland,2180.000000000000000,Tr Introduced Riparian Vegetation,Tree,701.000000000000000,Exotic Tree-Shrub,Introduced Riparian Vegetation,LF 58: Introduced Woody Wetlands and Riparian Vegetation,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255.000000000000000,105.000000000000000,46.000000000000000,1.000000000000000,0.411765000000000,0.180392000000000
,3181,89059254,3181.000000000000000,Introduced Upland Vegetation-Annual Grassland,2181.000000000000000,He Introduced Upland Vegetation-Annual Grassland,Herb,702.000000000000000,Exotic Herbaceous,Introduced Annual Grassland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255.000000000000000,105.000000000000000,46.000000000000000,1.000000000000000,0.411765000000000,0.180392000000000
,3182,40204712,3182.000000000000000,Introduced Upland Vegetation-Perennial Grassland and Forbland,2182.000000000000000,He Introduced Upland Vegetation-Perennial Grassland and Forbland,Herb,703.000000000000000,Exotic Herbaceous,Introduced Perennial Grassland and Forbland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000000000000,105.000000000000000,46.000000000000000,1.000000000000000,0.411765000000000,0.180392000000000
,3183,12667006,3183.000000000000000,Introduced Upland Vegetation-Annual and Biennial Forbland,2183.000000000000000,He Introduced Upland Vegetation-Annual and Biennial Forbland,Herb,704.000000000000000,Exotic Herbaceous,Introduced Annual and Biennial Forbland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255.000000000000000,105.000000000000000,46.000000000000000,1.000000000000000,0.411765000000000,0.180392000000000
,3184,19490252,3184.000000000000000,California Annual Grassland,2184.000000000000000,He California Annual Grassland,Herb,702.000000000000000,Exotic Herbaceous,Introduced Annual Grassland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255.000000000000000,105.000000000000000,46.000000000000000,1.000000000000000,0.411765000000000,0.180392000000000
,3185,67363,3185.000000000000000,Introduced Forest Wetland,2185.000000000000000,Tr Introduced Wetland Vegetation,Tree,705.000000000000000,Exotic Tree-Shrub,Introduced Wetland Vegetation,LF 59: Introduced Herbaceous Wetland and Riparian Vegetation,Tree-dominated,Open tree canopy,Evergreen open tree canopy,0.000000000000000,132.000000000000000,168.000000000000000,0.000000000000000,0.517647000000000,0.658824000000000
,3186,166902,3186.000000000000000,Introduced Upland Vegetation-Shrub,2186.000000000000000,Sh Introduced Upland Vegetation-Shrub,Shrub,706.000000000000000,Shrubland,Introduced Upland Vegetation-Shrub,LF 52: Introduced Upland Vegetation - Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255.000000000000000,105.000000000000000,46.000000000000000,1.000000000000000,0.411765000000000,0.180392000000000
,3187,2228700,3187.000000000000000,Introduced Upland Vegetation-Treed,2187.000000000000000,Tr Introduced Upland Vegetation-Treed,Tree,707.000000000000000,Exotic Tree-Shrub,Introduced Upland Vegetation-Treed,LF 51: Introduced Upland Vegetation - Tree,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,255.000000000000000,105.000000000000000,46.000000000000000,1.000000000000000,0.411765000000000,0.180392000000000
,3191,15455777,3191.000000000000000,Recently Logged-Herb and Grass Cover,2191.000000000000000,He Recently Logged-Herb and Grass Cover,Herb,710.000000000000000,Grassland,Transitional Herbacous Vegetation,LF 62: Recently Logged - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000000000000,68.000000000000000,25.000000000000000,1.000000000000000,0.266667000000000,0.098039000000000
,3192,792369,3192.000000000000000,Recently Logged-Shrub Cover,2192.000000000000000,Sh Recently Logged-Shrub Cover,Shrub,720.000000000000000,Shrubland,Transitional Shrub Vegetation,LF 63: Recently Logged - Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255.000000000000000,68.000000000000000,25.000000000000000,1.000000000000000,0.266667000000000,0.098039000000000
,3193,6923,3193.000000000000000,Recently Logged-Tree Cover,2193.000000000000000,Tr Recently Logged-Tree Cover,Tree,730.000000000000000,Conifer,Transitional Forest Vegetation,LF 64: Recently Logged - Tree,Tree-dominated,Open tree canopy,Evergreen open tree canopy,255.000000000000000,68.000000000000000,25.000000000000000,1.000000000000000,0.266667000000000,0.098039000000000
,3194,37670141,3194.000000000000000,Ruderal Upland-Treed,2194.000000000000000,Tr Ruderal Upland-Treed,Tree,740.000000000000000,Conifer-Hardwood,Ruderal Forest,LF 53: Ruderal Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,255.000000000000000,59.000000000000000,20.000000000000000,1.000000000000000,0.231373000000000,0.078431000000000
,3195,7568917,3195.000000000000000,Recently Burned-Herb and Grass Cover,2195.000000000000000,He Recently Burned-Herb and Grass Cover,Herb,710.000000000000000,Grassland,Transitional Herbacous Vegetation,LF 66: Recently Burned - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial Graminoid or Annual Gramminoid/Forb,255.000000000000000,59.000000000000000,20.000000000000000,1.000000000000000,0.231373000000000,0.078431000000000
,3196,11982,3196.000000000000000,Introduced Shrub Wetland,2185.000000000000000,Tr Introduced Wetland Vegetation,Shrub,705.000000000000000,Exotic Tree-Shrub,Introduced Wetland Vegetation,LF 59: Introduced Herbaceous Wetland and Riparian Vegetation,Shrub-dominated,Shrubland,Evergreen shrubland,0.000000000000000,132.000000000000000,168.000000000000000,0.000000000000000,0.517647000000000,0.658824000000000
,3199,138107,3199.000000000000000,Introduced Herbaceous Wetland,2185.000000000000000,Tr Introduced Wetland Vegetation,Herb,705.000000000000000,Exotic Tree-Shrub,Introduced Wetland Vegetation,LF 59: Introduced Herbaceous Wetland and Riparian Vegetation,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial Graminoid or Annual Gramminoid/Forb,0.000000000000000,132.000000000000000,168.000000000000000,0.000000000000000,0.517647000000000,0.658824000000000
,3200,520713,3200.000000000000000,Coastal Douglas-fir Woodland,2200.000000000000000,Tr Coastal Douglas-fir Woodland,Tree,610.000000000000000,Conifer,Conifer-Oak Forest and Woodland,SAF 229: Pacific Douglas-Fir,Tree-dominated,Open tree canopy,Evergreen open tree canopy,0.000000000000000,130.000000000000000,0.000000000000000,0.000000000000000,0.509804000000000,0.000000000000000
,3201,468034,3201.000000000000000,Quercus garryana Woodland Alliance,2201.000000000000000,Tr Quercus garryana Woodland Alliance,Tree,629.000000000000000,Hardwood,Western Oak Woodland and Savanna,SAF 233: Oregon White Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,203.000000000000000,255.000000000000000,171.000000000000000,0.796078000000000,1.000000000000000,0.670588000000000
,3202,118290,3202.000000000000000,Juniperus occidentalis Wooded Herbaceous Alliance,2202.000000000000000,Tr Juniperus occidentalis Wooded Herbaceous Alliance,Tree,620.000000000000000,Conifer,Juniper Woodland and Savanna,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,Tree-dominated,Open tree canopy,Evergreen open tree canopy,108.000000000000000,255.000000000000000,82.000000000000000,0.423529000000000,1.000000000000000,0.321569000000000
,3203,890119,3203.000000000000000,Juniperus occidentalis Woodland Alliance,2203.000000000000000,Tr Juniperus occidentalis Woodland Alliance,Tree,620.000000000000000,Conifer,Juniper Woodland and Savanna,SAF 238: Western Juniper,Tree-dominated,Open tree canopy,Evergreen open tree canopy,25.000000000000000,93.000000000000000,145.000000000000000,0.098039000000000,0.364706000000000,0.568627000000000
,3204,61342987,3204.000000000000000,Western Great Plains Mesquite Shrubland,2111.000000000000000,Tr Western Great Plains Mesquite Woodland and Shrubland,Shrub,624.000000000000000,Shrubland,Mesquite Woodland and Scrub,SRM 729: Mesquite,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,150.000000000000000,123.000000000000000,89.000000000000000,0.588235000000000,0.482353000000000,0.349020000000000
,3205,7726,3205.000000000000000,Tsuga mertensiana-Abies amabilis Woodland Alliance,2205.000000000000000,Tr Tsuga mertensiana-Abies amabilis Woodland Alliance,Tree,627.000000000000000,Conifer,Mountain Hemlock Forest and Woodland,SAF 226: Coastal True Fir-Hemlock,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0.000000000000000,71.000000000000000,0.000000000000000,0.000000000000000,0.278431000000000,0.000000000000000
,3206,459037,3206.000000000000000,Pseudotsuga menziesii Giant Forest Alliance,2206.000000000000000,Tr Pseudotsuga menziesii Giant Forest Alliance,Tree,614.000000000000000,Conifer,Douglas-fir Forest and Woodland,SAF 229: Pacific Douglas-Fir,Tree-dominated,Open tree canopy,Evergreen open tree canopy,0.000000000000000,130.000000000000000,0.000000000000000,0.000000000000000,0.509804000000000,0.000000000000000
,3207,27454,3207.000000000000000,Central Mixedgrass Prairie Shrubland,2132.000000000000000,Sh Central Mixedgrass Prairie,Shrub,646.000000000000000,Grassland,Mixedgrass Prairie,SRM 704: Blue Grama-Western Wheatgrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000000000000,241.000000000000000,140.000000000000000,1.000000000000000,0.945098000000000,0.549020000000000
,3208,1082278,3208.000000000000000,Abies concolor Forest Alliance,2208.000000000000000,Tr Abies concolor Forest Alliance,Tree,643.000000000000000,Conifer,Douglas-fir-Grand Fir-White Fir Forest and Woodland,SAF 211: White Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0.000000000000000,204.000000000000000,0.000000000000000,0.000000000000000,0.800000000000000,0.000000000000000
,3209,8325,3209.000000000000000,Western Great Plains Sand Prairie Shrubland,2148.000000000000000,Sh Western Great Plains Sand Prairie,Shrub,647.000000000000000,Grassland,Sand Prairie,SRM 720: Sand Bluestem -Little Bluestem Dunes,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000000000000,148.000000000000000,71.000000000000000,1.000000000000000,0.580392000000000,0.278431000000000
,3210,20745374,3210.000000000000000,Coleogyne ramosissima Shrubland Alliance,2210.000000000000000,Sh Coleogyne ramosissima Shrubland Alliance,Shrub,606.000000000000000,Shrubland,Blackbrush Shrubland,SRM 212: Blackbush,Shrub-dominated,Shrubland,Evergreen shrubland,140.000000000000000,112.000000000000000,80.000000000000000,0.549020000000000,0.439216000000000,0.313725000000000
,3211,291672,3211.000000000000000,Grayia spinosa Shrubland Alliance,2211.000000000000000,Sh Grayia spinosa Shrubland Alliance,Shrub,613.000000000000000,Shrubland,Desert Scrub,SRM 414: Salt Desert Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,156.000000000000000,128.000000000000000,92.000000000000000,0.611765000000000,0.501961000000000,0.360784000000000
,3212,36399582,3212.000000000000000,Western Great Plains Sandhill Grassland,2094.000000000000000,Sh Western Great Plains Sandhill Steppe,Herb,637.000000000000000,Shrubland,Sand Shrubland,SRM 605: Sandsage Prairie,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,112.000000000000000,82.000000000000000,57.000000000000000,0.439216000000000,0.321569000000000,0.223529000000000
,3213,2894165,3213.000000000000000,Quercus havardii Shrubland Alliance,2213.000000000000000,Sh Quercus havardii Shrubland Alliance,Shrub,696.000000000000000,Conifer-Hardwood,Juniper-Oak,SRM 730: Sand Shinnery Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,140.000000000000000,47.000000000000000,10.000000000000000,0.549020000000000,0.184314000000000,0.039216000000000
